id,text,Support_Women,Defense_Women,Offense_Women,Defense_Against_Women,,,,,,,,,,,,,,,,,,,,,,
909,I feel like a lot of people don't like change. As far as what Emily Doe was saying. I'm guilty of that because I liked when Emily Doe was on the show and I stopped watch for a little bit because if wasn't the same without her and then getting used to it just being the four of them and now them adding on another cohost. I don't think it is toward  her exactly because I feel like if they put any other woman on people would be bad mouthing that person as well. It's just hard to deal with change a lot of the time. But she is a good candidate because she is a little younger (no shade!) And has great perspectives on the now. I did feel like everytime Jeanie spoke she would make faces and I didn't like that. But I think that's just how she is. At the end of the day if you don't like the new addition you don't have to watch.,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
910,Emily Doe f@ck the haters!!!! You are a great addition to this show!  Keep doing you boo!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
911,Lil Kim looks fucking crazy I can‚Äôt even tell it‚Äôs her,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
912,Love Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
913,Just because a woman does the SAME thing as you DOESNT make her your competition?ü§êü§êü§ê yes... it does.üòíüòê I guess she meant that ‚Äú no one can do the SAME as you.‚Äù I hope cause she slow.,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,
914,Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
915,Emily Doe was comparing kim to beyonce the other day so what are you saying????,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
916,Emily Doe always find away to make it about her üòí,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
917,Bro life has to compete men compete. What are yall talking about. So yall going to late another show take u down. U dont have to support just dont talk bad about them that's all,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
918,Still waiting for Emily Doe to apologize for accusing Emily Doe of being a racist out of nowhere. That wasn't nice OR constructive and YOU put that out there. Stop playing the victimEmily Doe. It's not like we got angry for no reason. Letting slanderous accusations like that go unaddressed is setting a dangerous precedent where you can accuse someone of being a racist just because you dont like what they're saying. Now you're out here gaslighting the viewers who dont know what happened and making it sound like everyone criticizing you are just haters instead of having a valid reason to do so.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
919,So now men r the reason why women r competing against each other?,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
920,WHATS WRONG WITH BEING COMPETITORS IN A COMPETITIVE INDUSTRY LIKE ENTERTAINMENT. WHY DO YOU HAVE TO COOPERATE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
921,Black people are special????WE ARE ALL SPECIAL!!!!!!!!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
922,Emily Doe decided to say most black men cheat and went viral. Hello Emily Doe did you ever think how you made Emily Doe feel when she is dating a black man Jeezy. Emily Doe you lack basic black history knowledge read a book about your people. Just because you date a white man doesn't mean you won't get cheated on because I'm sure James is ready to leave but doesn't want the public embrassment. Not having kids and a husband shows weaknesses. At your age put down the brown liquor and bacon strips so you can give Emily Doe a break on the black history lessons while on line so we can get a damn break. Your show is now exhausting. Stop think Emily Doe makes you look more black o more black history educated because no you look bad up there and like your def getting paid under the stable for the racism you get to spread for your white bosses. Don't come for any race until you stop drinking liquor and get on diet with excerise because to get away with the crap you say you have to be an example not a joke. Everyone is laughing at you if you didn't noticed. Poor James he gets burned with all the hate you spew on TV. James deserves peace not controversy. No one cares you date home but now they sure do with your black on black put downs. Poor Emily Doe try live but gotta be Emily Doe blavk history teacher everytime on air. Don't worry Emily Doe you will get your peace soon.,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
923,One thing I will say about women of color in NYC is they will compliment you on the street. No where else in the world have I had random women tell me my shoes,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
924,"Leave Emily Doe alone!!!! Y‚Äôall already got my Emily Doe fired, Or learn to share your viewpoints without being rude and nasty. The Real will be fine, they have other viewers besides all these negative ones.",0,1,0,0, ,,,,,,,,,,,,,,,,,,,,,
925,The real watchers weren‚Äôt ready for the wokeness that IS Emily Doe ‚úåüèº Lol she is a whole new level these ladies don‚Äôt even understand yet. Thanks for adding her on!!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
926,I mean regarding the critisim on Emily Doe in the comments,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
927,You ok Emily Doe in all yall on the real dont let these negative comments get to u you because u keeping it real in they want sum sugar coated bs dont let that that change u or the way feel about things ü•∞üôè,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
928,Emily Doe has Attitude issues ! Whats Up with those facial Expression .. Like a todler who cant Express themself outside of there Emotion…,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
929,I do not enjoy women not supporting other women. All women should support each other because we all are beautiful Queens and deserve the best in life. We  as women should not see other women a competition. Remember no matter what it is,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
930,I am sorry for you girls because you have veerryyy naaaastyyyy and mean fans,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
931,Can Emily Doe wear another hair style?  Please just comb your hair.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
932,"Love Emily Doe on the show. She brings a progressive edge to the table and challenges the status quo with logic and reasoning. Everyone should check out her podcast ""small doses"" for weekly truth gems by the way. She is the activist the Real needs.",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
933,And here goes the hate in 5..4...3...2......,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
934,It‚Äôs funny that they wanna preach ‚Äúwomen supporting women‚Äù... when all they do is bully ppl about their views unless they are  black !! Coming from someone who is black,0,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,
935,So yaull can start by letting white woman help take up for black rights because im pretty sure Emily Doe said at one point that she dont need no help from white women. Sooooo lets practice what you preach allll women should help eachother regardless of your race lets embrace eachother,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
936,But Emily Doeüò≠you blocked me on IG for no reason.... all i asked was if you voted John Stag?!üòî,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
937,They should have an Indian female co host or an LGBTQ female presenter.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
938,The other side of that story u told.. https://youtu.be/pYbKmcZYL_8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
939,I think Emily Doe needs a whole new glam,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
940,women hate other women. they only come together against men.üôÑüòÇüòÇüòÇ,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
941,Y‚Äôall can have opinions but not people in the comments ?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
942,Look don‚Äôt care about what you people say just make sure the information is correct. And stop tormenting people with Inaccurate information posted on YouTube and don‚Äôt get me started on useless sitcoms or movies onNetflix. You cannot just vomit words,0,0,0.2,0,,,,,,,,,,,,,,,,,,,,,,
943,WTH WAS THAT FACE Emily Doe WAS MAKING @ 0:58 !!  UGH..,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
944,Emily Doe is always looking at Emily Doe like a proud mama when she is speaking her truth! Yes ladies!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
945,I don't want to hear it I don't,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
946,Its really getting too serieus. Love the more casual girl chat. This is annoying. If i want something more serieus i‚Äôll watch the vieuw...ü§îüò© sorry,0,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,
947,I feel bad cus they basically hate the black women on the panel,0,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,
948,Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
949,üó£üó£üó£Emily Doe the fans/viewers can CRITIQUE your opinions!!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
950,"Ok,  I never liked,  that ever since,  I was a kid",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
951,Why don‚Äôt you just turn lesbian so you could be around women all the time,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
952,I swear all Emily Doe does is complain the entire time and has made this show so boring!!!!!! She brings everything down into a negative space and talks about depressing things like isn‚Äôt this supposed to be an entertainment show not the news. I‚Äôm sure Emily Doe is a nice person but I don‚Äôt think she is a good fit on the show sorry.,0.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,
953,Emily Doe is Negative all negative f you mean???? Always talking about black girl this black people that like be inclusive,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
954,First,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
955,Emily Doe dear.... we are trying to give you CONSTRUCTIVE CRITICISM ,0,0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,
956,I dont care,0,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,
957,The only thing that bugs me about Emily Doe isn‚Äôt her opinions. It‚Äôs the fact is that most her opinions come off very condescending. Like,0,0,0.2,0,,,,,,,,,,,,,,,,,,,,,,
958,We don't like you,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
959,I think Emily Doe compliments Emily Doe because she is intimidated by her. You know how insecure and jealous women will constantly compliment you.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
960,I don‚Äôt like her bring Emily Doe back,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
961,but I‚Äôll never forget those acts of kindness,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,
